PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
long,e136137ccb9dd86fb3e4cc49b19a43a7a42030c609d50c018597224c28b37a42,7,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,e136137ccb9dd86fb3e4cc49b19a43a7a42030c609d50c018597224c28b37a42,8,EPC-H6,Add local temperature control to the heating system.,MEDIUM
long,e136137ccb9dd86fb3e4cc49b19a43a7a42030c609d50c018597224c28b37a42,8,EPC-H6,Add local temperature control to the heating system.,MEDIUM
short,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
short,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,6,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,6,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,7,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,3b3c6a7c3b4fc9a13561d3b7f04a8622ca257f5d7ce93d6747412b91c712776e,7,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,e9a69686968983b82e14eb66adcbf86e232f9f508c8a86b44a69b3f718979253,1,EPC-R3,Consider installing solar water heating.,LOW
long,e9a69686968983b82e14eb66adcbf86e232f9f508c8a86b44a69b3f718979253,1,EPC-R3,Consider installing solar water heating.,LOW
long,e9a69686968983b82e14eb66adcbf86e232f9f508c8a86b44a69b3f718979253,2,EPC-R4,Consider installing PV.,LOW
long,e9a69686968983b82e14eb66adcbf86e232f9f508c8a86b44a69b3f718979253,2,EPC-R4,Consider installing PV.,LOW
long,e9a69686968983b82e14eb66adcbf86e232f9f508c8a86b44a69b3f718979253,3,EPC-E1,"Some floors are poorly insulated - introduce and/or improve insulation. Add insulation to the exposed surfaces of floors adjacent to underground, unheated spaces or exterior.",LOW
long,e9a69686968983b82e14eb66adcbf86e232f9f508c8a86b44a69b3f718979253,3,EPC-E1,"Some floors are poorly insulated - introduce and/or improve insulation. Add insulation to the exposed surfaces of floors adjacent to underground, unheated spaces or exterior.",LOW
other,e9a69686968983b82e14eb66adcbf86e232f9f508c8a86b44a69b3f718979253,4,USER,Consider replacing non-LED lighting with LED equivalents,MEDIUM
other,e9a69686968983b82e14eb66adcbf86e232f9f508c8a86b44a69b3f718979253,4,USER,Consider replacing non-LED lighting with LED equivalents,MEDIUM
short,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
medium,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,3,EPC-H2,Add time control to heating system.,LOW
medium,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,3,EPC-H2,Add time control to heating system.,LOW
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,4,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,4,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,6,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,6,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,7,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,7,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,8,EPC-H5,Add local time control to heating system.,LOW
long,28d39a999b04ef3b1ed546f8b535c04a9894c6f3be4110fc28e8d95c4e02c6a8,8,EPC-H5,Add local time control to heating system.,LOW
long,6318afddc82f20209a724b4d4161ad31b86e81ae7c2e81c01c7a76287b9ee2bb,1,EPC-R4,Consider installing PV.,LOW
long,6318afddc82f20209a724b4d4161ad31b86e81ae7c2e81c01c7a76287b9ee2bb,1,EPC-R4,Consider installing PV.,LOW
medium,c99243fd250ede5f95882e9f43de23c1170adedad321f09b14ee83042a9a8f75,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
medium,c99243fd250ede5f95882e9f43de23c1170adedad321f09b14ee83042a9a8f75,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
short,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
short,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
short,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,4,EPC-R3,Consider installing solar water heating.,LOW
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,4,EPC-R3,Consider installing solar water heating.,LOW
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,5,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,5,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,6,EPC-R4,Consider installing PV.,LOW
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,6,EPC-R4,Consider installing PV.,LOW
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,7,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
long,9c3a4752ea605b847642ea3cf2ca3c8b4bb9b108944948952cc32e04fbd56702,7,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
other,62c5b14338dec356d3051e204201f7bc11e22ed1ad452c35ce01e9781c52b423,1,USER,Consider installing PV panels onto the flat roof if viable.,LOW
other,62c5b14338dec356d3051e204201f7bc11e22ed1ad452c35ce01e9781c52b423,1,USER,Consider installing PV panels onto the flat roof if viable.,LOW
other,62c5b14338dec356d3051e204201f7bc11e22ed1ad452c35ce01e9781c52b423,2,USER,"Consider installing a ASHP, VRF type with heat recovery technology to provide heating cooling and DHW services.",LOW
other,62c5b14338dec356d3051e204201f7bc11e22ed1ad452c35ce01e9781c52b423,2,USER,"Consider installing a ASHP, VRF type with heat recovery technology to provide heating cooling and DHW services.",LOW
other,62c5b14338dec356d3051e204201f7bc11e22ed1ad452c35ce01e9781c52b423,3,USER,Consider improving all luminaires to LED or OLED type if viable and appropriate.,LOW
other,62c5b14338dec356d3051e204201f7bc11e22ed1ad452c35ce01e9781c52b423,3,USER,Consider improving all luminaires to LED or OLED type if viable and appropriate.,LOW
other,62c5b14338dec356d3051e204201f7bc11e22ed1ad452c35ce01e9781c52b423,4,USER,Consider installing PIRs within every cubicle room.,LOW
other,62c5b14338dec356d3051e204201f7bc11e22ed1ad452c35ce01e9781c52b423,4,USER,Consider installing PIRs within every cubicle room.,LOW
other,ae01461a4ea5b56e0ce3b8f2f622602b379951c51f3cfa46f4d1ddcce3d47ce1,1,USER,"Consider installing a ASHP, VRF type with heat recovery technology to provide heating cooling and DHW services.",LOW
other,ae01461a4ea5b56e0ce3b8f2f622602b379951c51f3cfa46f4d1ddcce3d47ce1,1,USER,"Consider installing a ASHP, VRF type with heat recovery technology to provide heating cooling and DHW services.",LOW
other,ae01461a4ea5b56e0ce3b8f2f622602b379951c51f3cfa46f4d1ddcce3d47ce1,2,USER,Consider installing PV panels onto the flat roof if viable.,LOW
other,ae01461a4ea5b56e0ce3b8f2f622602b379951c51f3cfa46f4d1ddcce3d47ce1,2,USER,Consider installing PV panels onto the flat roof if viable.,LOW
other,f1356004b3f2fa6623f37af10db3618e4d45c8bed9393c556482f0aa3bf458cb,1,USER,Consider installing PV panels onto the flat roof if viable.,LOW
other,f1356004b3f2fa6623f37af10db3618e4d45c8bed9393c556482f0aa3bf458cb,1,USER,Consider installing PV panels onto the flat roof if viable.,LOW
other,f1356004b3f2fa6623f37af10db3618e4d45c8bed9393c556482f0aa3bf458cb,2,USER,Consider improving all luminaires to LED or OLED type if viable and appropriate.,LOW
other,f1356004b3f2fa6623f37af10db3618e4d45c8bed9393c556482f0aa3bf458cb,2,USER,Consider improving all luminaires to LED or OLED type if viable and appropriate.,LOW
other,f1356004b3f2fa6623f37af10db3618e4d45c8bed9393c556482f0aa3bf458cb,3,USER,Consider installing PIRs within every cubicle room.,LOW
other,f1356004b3f2fa6623f37af10db3618e4d45c8bed9393c556482f0aa3bf458cb,3,USER,Consider installing PIRs within every cubicle room.,LOW
short,991e4ac7cff27633748d32b208a37e0a3eb1827f2da53e98810cad1ae48de276,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,991e4ac7cff27633748d32b208a37e0a3eb1827f2da53e98810cad1ae48de276,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
long,991e4ac7cff27633748d32b208a37e0a3eb1827f2da53e98810cad1ae48de276,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
long,991e4ac7cff27633748d32b208a37e0a3eb1827f2da53e98810cad1ae48de276,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
long,991e4ac7cff27633748d32b208a37e0a3eb1827f2da53e98810cad1ae48de276,3,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
long,991e4ac7cff27633748d32b208a37e0a3eb1827f2da53e98810cad1ae48de276,3,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
long,991e4ac7cff27633748d32b208a37e0a3eb1827f2da53e98810cad1ae48de276,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,LOW
long,991e4ac7cff27633748d32b208a37e0a3eb1827f2da53e98810cad1ae48de276,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,LOW
short,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
medium,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,HIGH
medium,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,HIGH
medium,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,5,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
medium,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,5,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,6,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,6,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,7,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,7,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,8,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,8,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,9,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,9,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,10,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,f33ffd69b2d0b1f6247a8b38014cbb95750bc968c83df572dda0ebf1d2dd49d2,10,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,f101b291999590a8c4b32e604f5722562b6366ff17430afc5685d9c26dba862d,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
long,f101b291999590a8c4b32e604f5722562b6366ff17430afc5685d9c26dba862d,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
long,f101b291999590a8c4b32e604f5722562b6366ff17430afc5685d9c26dba862d,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,LOW
long,f101b291999590a8c4b32e604f5722562b6366ff17430afc5685d9c26dba862d,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,LOW
long,13a3bfb9f3aaec122e7ab095db93ee8cd04fc85e413beb0d9210f7121ad0108f,1,EPC-H2,Add time control to heating system.,LOW
long,13a3bfb9f3aaec122e7ab095db93ee8cd04fc85e413beb0d9210f7121ad0108f,1,EPC-H2,Add time control to heating system.,LOW
long,13a3bfb9f3aaec122e7ab095db93ee8cd04fc85e413beb0d9210f7121ad0108f,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,13a3bfb9f3aaec122e7ab095db93ee8cd04fc85e413beb0d9210f7121ad0108f,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,13a3bfb9f3aaec122e7ab095db93ee8cd04fc85e413beb0d9210f7121ad0108f,3,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
